movieID	directorID	directorName
283	1196862-nick_gomez	Nick Gomez
284	toru_murakawa	Toru Murakawa
285	vadim_jean	Vadim Jean
286	albert_pyun	Albert Pyun
287	1046415-alan_jacobs	Alan Jacobs
288	oliver_stone	Oliver Stone
289	norman_jewison	Norman Jewison
290	lee_tamahori	Lee Tamahori
291	anne_goursaud	Anne Goursaud
292	wolfgang_petersen	Wolfgang Petersen
293	luc_besson	Luc Besson
294	mira_nair	Mira Nair
295	joshua_brand	Joshua Brand
296	quentin_tarantino	Quentin Tarantino
297	harald_zwart	Harald Zwart
298	ang_lee	Ang Lee
299	antonia_bird	Antonia Bird
300	robert_redford	Robert Redford
301	kayo-hatta	Kayo Hatta
302	patrice_chereau	Patrice Chéreau
303	sam_raimi	Sam Raimi
304	peter_yates	Peter Yates
305	robert_altman	Robert Altman
306	krzysztof_kieslowski	Krzysztof Kieslowski
307	krzysztof_kieslowski	Krzysztof Kieslowski
308	krzysztof_kieslowski	Krzysztof Kieslowski
309	ping_he	Ping He
310	fred_gerber	Fred Gerber
312	harold_ramis	Harold Ramis
313	richard_rich	Richard Rich
314	john_sayles	John Sayles
315	luis_llosa	Luis Llosa
316	roland_emmerich	Roland Emmerich
317	jeannot_szwarc	Jeannot Szwarc
318	frank_darabont	Frank Darabont
319	danny_boyle	Danny Boyle
320	scott_mcgehee	Scott McGehee
321	tomas_gutierrez_alea	Tomás Gutiérrez Alea
322	george_huang	George Huang
324	geoff_burton	Geoff Burton
325	kelly_makin	Kelly Makin
326	zhang_yimou	Yimou Zhang
327	rachel_talalay	Rachel Talalay
328	ernest_r_dickerson	Ernest R. Dickerson
329	david_carson	David Carson
330	rusty_cundieff	Rusty Cundieff
331	brian_gilbert	Brian Gilbert
332	1040928-john_carpenter	John Carpenter
333	peter_segal	Peter Segal
334	louis_malle	Louis Malle
335	steven_soderbergh	Steven Soderbergh
336	hank_milestone	Umberto Lenzi
337	162659443	Lasse Hallström
338	brett_leonard	Brett Leonard
339	jon_turteltaub	Jon Turteltaub
340	david_kim	David Kim
341	mina_shum	Mina Shum
342	pj_hogan	P.J. Hogan
343	melanie_mayron	Melanie Mayron
344	tom_shadyac	Tom Shadyac
345	stephan_elliott	Stephan Elliott
346	iain_softley	Iain Softley
347	roman_polanski	Roman Polanski
348	woody_allen	Woody Allen
349	phillip_noyce	Phillip Noyce
350	joel_schumacher	Joel Schumacher
351	jessie_nelson	Jessie Nelson
352	spike_lee	Spike Lee
353	alex_proyas	Alex Proyas
354	ron_shelton	Ron Shelton
355	brian_levant	Brian Levant
356	robert_zemeckis	Robert Zemeckis
357	mike_newell	Mike Newell
358	john_singleton	John Singleton
359	darnell_martin	Darnell Martin
360	charles_shyer	Charles Shyer
361	andrew_bergman	Andrew Bergman
362	wolfgang_reitherman	Wolfgang Reitherman
363	ray-muller	Ray Muller
364	rob_minkoff	Rob Minkoff
365	bernardo_bertolucci	Bernardo Bertolucci
366	wes_craven	Wes Craven
367	chuck_russell	Chuck Russell
368	richard_donner	Richard Donner
369	alan_rudolph	Alan Rudolph
370	peter_segal	Peter Segal
371	aaron_matthews	Aaron Matthews
372	ben_stiller	Ben Stiller
373	john_dahl	John Dahl
374	donald_petrie	Donald Petrie
375	robert_allan_ackerman	Robert Allan Ackerman
376	curtis_hanson	Curtis Hanson
377	jan_de_bont	Jan de Bont
378	ron_underwood	Ron Underwood
379	peter_hyams	Peter Hyams
380	james_cameron	James Cameron
381	luis_mandoki	Luis Mandoki
382	mike_nichols	Mike Nichols
383	lawrence_kasdan	Lawrence Kasdan
384	joel_schumacher	Joel Schumacher
385	suri_krishnamma	Suri Krishnamma
386	jefery_levy	Jefery Levy
387	keenen_ivory_wayans	Keenen Ivory Wayans
388	michael_catonjones	Michael Caton-Jones
389	yves-angelo	Yves Angelo
390	russ_meyer	Russ Meyer
391	doug_mchenry	Doug McHenry
392	dave_borthwick	Dave Borthwick
393	steven_e_de_souza	Steven E. de Souza
394	richard_brooks_i	Richard Brooks I
395	francoise_kohler	Francoise Kohler
396	paul_warner	Paul Warner
397	martin_scorsese	Martin Scorsese
398	theodore_thomas	Theodore Thomas
401	edward_dmytryk	Edward Dmytryk
402	roger_allers	Roger Allers
404	jack-baxter	Jack Baxter
405	_0602452	Andrew Morahan
406	michael_corrente	Michael Corrente
407	1040928-john_carpenter	John Carpenter
408	john_g_avildsen	John G. Avildsen
409	jeff_pollack	Jeff Pollack
410	barry_sonnenfeld	Barry Sonnenfeld
412	martin_scorsese	Martin Scorsese
413	michael_lehmann	Michael Lehmann
414	paul_michael_glaser	Paul Michael Glaser
415	john_badham	John Badham
416	jonathan_kaplan	Jonathan Kaplan
417	woody_allen	Woody Allen
419	penelope_spheeris	Penelope Spheeris
420	john_landis	John Landis
421	darren_doane	Darren Doane
423	stephen_hopkins	Stephen Hopkins
424	william_friedkin	William Friedkin
425	tony_richardson	Tony Richardson
426	don_siegel	Don Siegel
427	jennifer-lynch	Jennifer Chambers Lynch
428	robert_de_niro	Robert De Niro
429	adam_resnick	Adam Resnick
430	nigel-cole	Nigel Cole
431	brian_de_palma	Brian DePalma
432	paul_weiland	Paul Weiland
433	mick_jackson	Mick Jackson
434	renny_harlin	Renny Harlin
435	steve_barron	Steve Barron
436	richard_rush	Richard Rush
437	michael_ritchie	Michael Ritchie
438	gregg_champion	Gregg Champion
440	ivan_reitman	Ivan Reitman
441	richard_linklater	Richard Linklater
442	marco_brambilla	Marco Brambilla
443	bruce_brown	Bruce Brown
444	gus_van_sant	Gus Van Sant
445	carl_reiner	Carl Reiner
446	kaige_chen	Kaige Chen
447	donald_petrie	Donald Petrie
448	kuk_kwok_leung	Kuk Kwok Leung
449	rusty_cundieff	Rusty Cundieff
450	alek-keshishian	Alek Keshishian
451	steve_kloves	Steve Kloves
452	john_irvin	John Irvin
453	barry_sonnenfeld	Barry Sonnenfeld
454	sydney_pollack	Sydney Pollack
455	simon_wincer	Simon Wincer
456	boaz_yakin	Boaz Yakin
457	1022918-andrew_davis	Andrew Davis
458	walter_hill	Walter Hill
459	david_twohy	David Twohy
460	howard_deutch	Howard Deutch
461	lawrence_l_simeone	Lawrence L. Simeone
462	bruce_beresford	Bruce Beresford
463	sidney_lumet	Sidney Lumet
464	john_woo	John Woo
465	oliver_stone	Oliver Stone
466	jim_abrahams	Jim Abrahams
467	julianna_lavin	Julianna Lavin
468	christopher_monger	Christopher Monger
469	bille_august	Bille August
470	eric-meza	Eric Meza
471	joel_coen	Joel Coen
472	james_l_brooks	James L. Brooks
473	daniel-petrie-jr	Daniel Petrie Jr
474	wolfgang_petersen	Wolfgang Petersen
475	jim_sheridan	Jim Sheridan
476	matty-rich	Matty Rich
477	brian_gibson	Brian Gibson
478	barry_levinson	Barry Levinson
479	stephen_hopkins	Stephen Hopkins
480	steven_spielberg	Steven Spielberg
481	dominic_sena	Dominic Sena
482	roger_avary	Roger Avary
483	steven_soderbergh	Steven Soderbergh
484	daniel_petrie	Daniel Petrie
485	john_mctiernan	John McTiernan
486	james_lapine	James Lapine
487	simon_wincer	Simon Wincer
488	graham_kitchener	Graham Kitchener
489	jrichard_benjamin	JRichard Benjamin
490	harold_becker	Harold Becker
491	mel_gibson	Mel Gibson
492	woody_allen	Woody Allen
493	albert_hughes	Albert Hughes
494	stuart_baird	Stuart Baird
495	nagisa_oshima	Nagisa Oshima
496	tom_noonan	Tom Noonan
497	kenneth_branagh	Kenneth Branagh
498	mike_figgis	Mike Figgis
499	anthony_minghella	Anthony Minghella
500	chris_columbus	Chris Columbus
501	mike_leigh	Mike Leigh
502	christopher_cain	Christopher Cain
503	michael_tolkin	Michael Tolkin
504	martin_campbell	Martin Campbell
505	rob_reiner	Rob Reiner
506	sally_potter	Sally Potter
507	clint_eastwood	Clint Eastwood
508	jonathan_demme	Jonathan Demme
509	jane_campion	Jane Campion
510	john_singleton	John Singleton
511	david_s_ward	David S. Ward
512	stuart_orme	Stuart Orme
513	mel_smith	Mel Smith
514	ted_demme	Ted Demme
515	james_ivory	James Ivory
516	penny_marshall	Penny Marshall
517	philip_kaufman	Philip Kaufman
518	1042742-alan_parker	Alan Parker
519	fred_dekker	Fred Dekker
520	mel_brooks	Mel Brooks
521	peter_medak	Peter Medak
522	geoffrey_wright	Geoffrey Wright
523	victor_nunez	Victor Nunez
524	david_anspaugh	David Anspaugh
525	tim_hunter	Tim Hunter
526	cyril_collard	Cyril Collard
527	steven_spielberg	Steven Spielberg
528	tony_scott	Tony Scott
529	steven_zaillian	Steven Zaillian
530	eric_weber	Eric Weber
531	agnieszka_holland	Agnieszka Holland
532	1059231-john_waters	John Waters
533	akira_kurosawa	Akira Kurosawa
534	richard_attenborough	Richard Attenborough
535	robert_altman	Robert Altman
536	gillies-mackinnon	Gillies MacKinnon
537	yukihiko_tsutsumi	Yukihiko Tsutsumi
538	fred_schepisi	Fred Schepisi
539	nora_ephron	Nora Ephron
540	phillip_noyce	Phillip Noyce
541	philip_jackson	Philip Jackson
542	steve_rash	Steve Rash
543	thomas_schlamme	Thomas Schlamme
544	rowdy_herrington	Rowdy Herrington
545	ferzan_ozpetek	Ferzan Ozpetek
547	ernest_r_dickerson	Ernest R. Dickerson
548	deran_sarafian	Deran Sarafian
549	francois_girard	François Girard
550	andrew_fleming	Andrew Fleming
551	henry_selick	Henry Selick
552	stephen_herek	Stephen Herek
553	george_p_cosmatos	George P. Cosmatos
555	tony_scott	Tony Scott
556	stanley_kubrick	Stanley Kubrick
558	pixote-hunt	Pixote Hunt
559	julie_delpy	Julie Delpy
560	jennifer_warren	Jennifer Warren
561	jeff_fisher	Jeff Fisher
562	todd_solondz	Todd Solondz
563	claude_berri	Claude Berri
564	hongjin_na	Hong-jin Na
565	guillermo_del_toro	Guillermo del Toro
566	daniel_algrant	Daniel Algrant
567	pedro_almodovar	Pedro Almodóvar
568	gurinder_chadha	Gurinder Chadha
569	andrew_scheinman	Andrew Scheinman
570	ake-sandgren	Åke Sandgren
571	richard_loncraine	Richard Loncraine
572	eva_sereny	Eva Sereny
573	lina-wertmuller	Lina Wertmüller
574	david_o_russell	David O. Russell
575	penelope_spheeris	Penelope Spheeris
577	1042523-george_miller	George Miller
579	ricky_tognazzi	Ricky Tognazzi
580	michael_austin	Michael Austin
581	jeffrey_friedman	Jeffrey Friedman
582	mathieu_kassovitz	Mathieu Kassovitz
583	nanni_moretti	Nanni Moretti
585	betty_thomas	Betty Thomas
586	chris_columbus	Chris Columbus
587	jerry_zucker	Jerry Zucker
588	ron_clements	Ron Clements
589	james_cameron	James Cameron
590	kevin_costner	Kevin Costner
591	_0000712	Steve Cohen
592	leslie_h_martinson	Leslie H. Martinson
593	jonathan_demme	Jonathan Demme
594	david_hand	David Hand
595	gary_trousdale	Gary Trousdale
596	ben_sharpsteen	Ben Sharpsteen
597	garry_marshall	Garry Marshall
598	yuri_mamin	Yuri Mamin
599	sam_peckinpah	Sam Peckinpah
600	cm-talkington	C.M. Talkington
602	jean-bach	Jean Bach
603	sam_weisman	Sam Weisman
605	michael_hoffman	Michael Hoffman
606	bill_condon	Bill Condon
608	joel_coen	Joel Coen
609	david_r_ellis	David R. Ellis
610	gerald_potterton	Gerald Potterton
611	alan_smithee	Alan Smithee
612	matt_reeves	Matt Reeves
613	_1264352	Susanna White
614	ryan_parrott	Ryan Parrott
615	franco_brusati	Franco Brusati
616	wolfgang_reitherman	Wolfgang Reitherman
617	pedro_almodovar	Pedro Almodóvar
618	fernando_trueba	Fernando Trueba
620	werner_herzog	Werner Herzog
621	andre_techine	Andre Techine
623	vern-oakley	Vern Oakley
624	_0442455	Mika Kaurismäki
625	mustafa_adouani	Mustafa Adouani
626	martin_lawrence	Martin Lawrence
627	mats_bigert	Mats Bigert
628	gregory_hoblit	Gregory Hoblit
629	desmond_gumbs	Desmond Gumbs
630	bruno_barreto	Bruno Barreto
631	larry_leker	Larry Leker
632	ken_loach	Ken Loach
633	hal_salwen	Hal Salwen
634	jonathan_r_betuel	Jonathan R. Betuel
635	richard_pearce	Richard Pearce
636	maria_blom	Maria Blom
637	jonathan_lynn	Jonathan Lynn
638	tim_sullivan_iii	Tim Sullivan (III)
639	spike_lee	Spike Lee
640	jeremiah_s_chechik	Jeremiah S. Chechik
641	herve_palud	Hervé Palud
643	_0738001	Carlo Rola
645	claude_sautet	Claude Sautet
647	edward_zwick	Edward Zwick
648	jj_abrams	J.J. Abrams
649	fridrik_thor_fridriksson	Fridrik Thor Fridriksson
650	pen_densham	Pen Densham
651	_0941811	Sönke Wortmann
652	cheolsu-park	Cheol-su Park
653	rob_cohen	Rob Cohen
655	michael_verhoeven	Michael Verhoeven
656	walter_hill	Walter Hill
658	richard_wherrett	Richard Wherrett
659	rene_clement	René Clément
660	kirsten_sheridan	Kirsten Sheridan
661	henry_selick	Henry Selick
662	james_foley	James Foley
663	kelly_makin	Kelly Makin
664	paul_mazursky	Paul Mazursky
665	emir_kusturica	Emir Kusturica
666	bo_widerberg	Bo Widerberg
667	alan_mehrez	Alan Mehrez
668	satyajit_ray	Satyajit Ray
670	satyajit_ray	Satyajit Ray
671	jim_mallon	Jim Mallon
673	joe_pytka	Joe Pytka
674	roger_vadim	Roger Vadim
678	george_hickenlooper	George Hickenlooper
679	peter_yates	Peter Yates
680	jeanluc_godard	Jean-Luc Godard
681	bertrand_tavernier	Bertrand Tavernier
682	jim_jarmusch	Jim Jarmusch
683	claude_chabrol	Claude Chabrol
685	randal_kleiser	Randal Kleiser
687	michael_blakemore	Michael Blakemore
688	simon_wincer	Simon Wincer
690	margarethe_von_trotta	Margarethe von Trotta
691	richard_benjamin	Richard Benjamin
692	norberto_barba	Norberto Barba
693	eli_cohen	Eli Cohen
694	robert_mandel	Robert Mandel
695	clint_eastwood	Clint Eastwood
696	michael_winterbottom	Michael Winterbottom
697	steven-baigelman	Steven Baigelman
698	zalman_king	Zalman King
700	gurinder_chadha	Gurinder Chadha
701	stijn-coninx	Stijn Coninx
702	john_woo	John Woo
703	john_crowley	John Crowley
704	dean_parisot	Dean Parisot
705	tinto_brass	Tinto Brass
706	steve_gomer	Steve Gomer
707	lee_tamahori	Lee Tamahori
708	michael_lehmann	Michael Lehmann
709	george_scribner	George Scribner
710	tom_decerchio	Tom DeCerchio
711	alan_shapiro	Alan Shapiro
712	chantal_akerman	Chantal Akerman
713	betty_kaplan	Betty Kaplan
714	jim_jarmusch	Jim Jarmusch
715	jeanpaul_rappeneau	Jean-Paul Rappeneau
716	jack_hill	Jack Hill
717	manuel_gomez_pereira	Manuel Gomez Pereira
718	jean_marie_poire	Jean-Marie Poiré
719	harold_ramis	Harold Ramis
720	nick_park	Nick Park
722	brett_thompson	Brett Thompson
724	andrew_fleming	Andrew Fleming
725	reginald_hudlin	Reginald Hudlin
726	lee_seungryeol	Lee Seung-ryeol
727	robert_singer	Robert Singer
728	john_schlesinger	John Schlesinger
729	brothers_quay	Brothers Quay
730	peter_ofallon	Peter O'Fallon
731	phil_joanou	Phil Joanou
733	michael_bay	Michael Bay
734	harvey_miller	Harvey Miller
735	michele_soavi	Michele Soavi
736	jan_de_bont	Jan de Bont
737	_0389514	David Hogan
738	maurice_pialat	Maurice Pialat
741	mamoru_oshii	Mamoru Oshii
742	1041838-tom_holland	Tom Holland
743	rick_friedberg	Rick Friedberg
744	udayan_prasad	Udayan Prasad
745	nick_park	Nick Park
746	abraham_polonsky	Abraham Polonsky
747	john_landis	John Landis
748	david_twohy	David Twohy
750	stanley_kubrick	Stanley Kubrick
751	guy_maddin	Guy Maddin
753	john_irvin	John Irvin
754	kevin_james_dobson	Kevin James Dobson
755	victor_saville	Victor Saville
756	helena_solberg	Helena Solberg
757	karwai-wong	Kar Wai Wong
759	freida_lee_mock	Freida Lee Mock
760	joseph_vilsmaier	Joseph Vilsmaier
761	pete_schuermann	Pete Schuermann
762	andrew_bergman	Andrew Bergman
763	david_keating	David Keating
764	rob_reiner	Rob Reiner
765	francis_ford_coppola	Francis Ford Coppola
766	mary_harron	Mary Harron
767	charles_matthau	Charles Matthau
769	_0402383	Chris Hunt
771	ari_libsker	Ari Libsker
774	gaston_kabore	Gaston Kaboré
775	federico_fellini	Federico Fellini
778	danny_boyle	Danny Boyle
779	scott_winant	Scott Winant
780	roland_emmerich	Roland Emmerich
781	bernardo_bertolucci	Bernardo Bertolucci
782	tony_scott	Tony Scott
783	william_dieterle	William Dieterle
784	ben_stiller	Ben Stiller
785	bobby_farrelly	Bobby Farrelly
786	charles_russell	Charles Russell
788	tom_shadyac	Tom Shadyac
789	_0069833	María Luisa Bemberg
791	yale_strom	Yale Strom
792	gyula_gazdag	Gyula Gazdag
793	gerard_mordillat	Gerard Mordillat
795	alexandre_rockwell	Alexandre Rockwell
796	christopher-larkin	Christopher Larkin
798	rob_cohen	Rob Cohen
799	peter_jackson	Peter Jackson
800	david_semel	David Semel
801	bronwen_hughes	Bronwen Hughes
802	jon_turteltaub	Jon Turteltaub
803	nicole_holofcener	Nicole Holofcener
804	edward_burns	Edward Burns
805	joel_schumacher	Joel Schumacher
806	michael_corrente	Michael Corrente
807	eric_rohmer	Eric Rohmer
808	jay-roach	Jay Roach
809	kevin_hooks	Kevin Hooks
810	paul_michael_glaser	Paul Michael Glaser
813	howard_franklin	Howard Franklin
814	mitch_marcus	Mitch Marcus
815	_0375476	Jaime Hellman
818	arlene_sanford	Arlene Sanford
820	luis_bunuel	Luis Buñuel
821	alex_graves	Alex Graves
823	eric_rohmer	Eric Rohmer
824	werner_herzog	Werner Herzog
827	manoel_deoliveira	Manoel de Oliveira
828	steve_barron	Steve Barron
829	john_payson	John Payson
830	hugh_wilson	Hugh Wilson
831	nigel_finch	Nigel Finch
832	ron_howard	Ron Howard
833	kenny_ortega	Kenny Ortega
834	doug_ellin	Doug Ellin
835	annette-haywoodcarter	Annette Haywood-Carter
836	1022918-andrew_davis	Andrew Davis
837	danny_devito	Danny DeVito
838	diarmuid_lawrence	Diarmuid Lawrence
839	1047199-tim_pope	Tim Pope
840	harry_winer	Harry Winer
